Name,StreetName,Highway,Width,Points
Road_3583,,path,2,18978.9:-55970.6|19044.8:-56125.3|19204.6:-56290.1|19396.7:-56364.7|19636.5:-56407|19886:-56383.6|20116:-56322.4
Road_3584,,path,2,16905.9:-55039.9|16961.9:-55326|17097.9:-55641.1|17257.8:-55918.3|17446.4:-56074.1|17752:-56243.3|18019.8:-56322.4|18193.7:-56332.4|18503.6:-56252.2|18805:-56158.7|18978.9:-55970.6|19128.9:-55021
Road_3585,,path,2,25096.2:-51648|24897.1:-51937.5|24549.4:-51842.8|24257.8:-51796.1|24088.8:-51838.4|23844.2:-51941.9|23594.6:-52130|23265.8:-52454|22796.1:-53070.7|22551.4:-53318.9|22240.9:-53591.7|21959:-53756.4|21625.3:-53921.2|20064.8:-54418.8|19636.5:-54649.2|19298.5:-54884.1|19128.9:-55021|18819:-55039.9|18362.6:-54898.6|18080.8:-54672.6|17817.2:-54541.2|17455.5:-54541.2|17201.7:-54720.5|16905.9:-55039.9|14856:-53906.7|14559.4:-53648.4|14432.5:-53413.6|12898.6:-52559.7
Road_3586,,service,4,121446:128084.8|121867.3:129408.4
Road_3587,,service,4,121276.3:127550.5|121446:128084.8
Road_3588,,service,4,121867.3:129408.4|122547.3:131546.8|119623.2:132565.4
Road_3589,,service,4,113376.9:136546.2|114498.5:135944
Road_3590,,service,4,112288.8:137129.5|113376.9:136546.2
Road_3591,,service,4,116528.8:135319.5|117396.7:136453.8|117908.5:137348.8
Road_3592,,service,4,114498.5:135944|115782.9:135254.9|116528.8:135319.5|117785.8:134568.1|117263.5:133380.3
Road_3593,,service,4,-73879.6:-44383.3|-76676.8:-43379.2
Road_3594,,service,4,-117505.4:-28480.1|-117686.2:-27881.2|-117349.7:-24717.5
Road_3595,,service,4,-65757.2:-5504.8|-65141:-5923.3|-64705.7:-6219.4|-62324.2:-7177.9
Road_3596,,service,4,-71236.7:-9904.1|-68004.8:-5084|-67092:-5642.8|-66243.1:-6162.7
Road_3597,,service,4,13948.8:19148.2|16636:19209.4
Road_3598,,footway,2,32704.8:41582.5|34760.2:41340.9
Road_3599,,steps,2,34760.2:41340.9|35469:41264.1
Road_3600,,steps,2,31108.5:34360|30893.9:32616.8
Road_3601,,path,2,-108247.3:-96265.1|-107087.7:-95035|-105885.4:-93860.6|-102596.1:-90030.1|-100173.3:-86719.4|-97830.3:-83524.5|-93850.5:-78490.6|-86872.2:-70964.3|-84510.4:-68465.1
Road_3602,,service,4,-108861.4:-95908.9|-109529.5:-95632.8|-109702.7:-95525.9|-110125.4:-95114|-110742.3:-94155.6|-108637.8:-90936.2
Road_3603,,footway,2,156824.5:3458.7|160845.8:4206.8|161820.2:4396|163319.1:4676.6|164079.7:4787.9|164915.4:4736.7|165523.9:4658.7|165708.3:4613.1|165778.4:4498.4|165924.9:3263.9|166171.7:1955.9
Road_3604,,footway,2,161849:4245.7|161930.3:3819.4
Road_3605,,footway,2,161820.2:4396|161849:4245.7
Road_3606,,service,4,-4680.9:13600|-3468.8:13234.8|-2485.2:12818.5|-2145.2:12548|-1869.7:12153.9|-1864.1:11002.9
Road_3607,Niehler Strae,tertiary,8,152937.9:-98611.7|153025.5:-99812.9|153069.7:-100426.2|153218.3:-102462.3
Road_3608,,tertiary_link,5,150943.4:-99908.6|151325.5:-99984.3|151702:-99958.7|151965.5:-99870.7|152195.5:-99729.4|152508.9:-99444.4|152937.9:-98611.7
Road_3609,Wilhelmstrae,residential,6,73841.1:57812.9|78513.6:56756.5
Road_3610,,service,4,170054.1:35178.2|169749.1:38301.9
Road_3611,,service,4,118690.8:46102.1|119113.6:45995.2|121390.6:45669|121543.4:45821.5|121665.4:46417.1|121457.2:46652|118750.4:46978.2
Road_3612,Altleiningenweg,residential,6,-52418.3:-38992.1|-53631.1:-38812.8|-54994.7:-38516.7
Road_3613,,path,2,138639.3:104804.4|138754.2:106101.3|138901.5:107726.6|139044.5:108598.2|138404.4:109454.3
Road_3614,,path,2,135914.3:109169.3|135859.6:110079.9|137251.2:109462.1|138132.4:109081.4|138404.4:109454.3
Road_3615,Innere Kanalstrae,primary,11,135914.3:109169.3|137300.3:108519.2
Road_3616,Innere Kanalstrae,path,2,-563.6:179402.2|-1296.2:181332.5|-1978.4:183352.9|-2847.7:185926.7|-3835.5:188483.7|-4596.8:189792.8|-5602.8:191123.1|-6260.4:191809.9|-6989.5:192476.7|-8418.2:193414|-10011.7:194283.5|-13105.5:195734
Road_3617,Liebigstrae,tertiary,8,-45658.1:135328.4|-48120.2:136379.2|-49891.7:137318.8|-50363.5:137568.1|-51143.1:138002.3
Road_3618,Liebigstrae,tertiary,8,-50665.7:138783.8|-49875.6:138272.8|-47722:136879.1|-45658.1:135328.4
Road_3619,Herkulesstrae,residential,6,-50665.7:138783.8|-51143.1:138002.3
Road_3620,,footway,2,118795.3:-51334.1|125156.6:-49146.7|127089.4:-48488.8|128759.3:-48024.6
Road_3621,,footway,2,129095.8:-49313.6|129066.4:-49182.3|128759.3:-48024.6
Road_3622,Henner-Berzau-Weg,footway,2,125488.9:-38566.8|126794.3:-36523
Road_3623,Henner-Berzau-Weg,footway,2,125064.8:-37547.1|126794.3:-36523
Road_3624,Hans-Knipp-Weg,footway,2,118539.4:-30526.2|119831.4:-31651.6|120574.6:-32373|121117.9:-32839.4|121414.4:-33145.5|122149.8:-34532.6|122349.6:-34771.9|123619.2:-35793.8|124443.7:-36609.8|125064.8:-37547.1
Road_3625,,footway,2,117815.2:-34058.4|120574.6:-32373|120967.2:-32063.5|121483.8:-31463.5
Road_3626,,footway,2,80414.8:152593|80668.6:152939.2
Road_3627,,steps,2,80668.6:152939.2|80100.1:153277.6|79350.6:152492.8
Road_3628,,service,4,-36329.9:21382.3|-35599.4:21664|-35330.2:23363.8
Road_3629,,footway,2,-10599.2:97450.6|-6840.2:94993.8|-3842.5:92619.4
Road_3630,,footway,2,-12593.7:97128.9|-10599.2:97450.6
Road_3631,,footway,2,-3842.5:92619.4|-3255:92141.8
Road_3632,Neusser Strae,secondary,9,67661.3:-160411|67515.5:-162823.3
Road_3633,,footway,2,54319.6:-99991|50639.8:-98935.7|47119.1:-97857|45635.7:-97432.8
Road_3634,Sechzigstrae,tertiary,8,35091.1:91742.2|32363.3:92294.3|28818.1:93021.2|28475.3:93037.9|27828.9:93044.6|27446.2:93078|27188.9:93118.1|26964.5:93202.7|26761.9:93344
Road_3635,,path,2,-36212.8:-43414.8|-36551.4:-44151.7
Road_3636,,path,2,-84892.4:-29528.7|-86866.6:-26794.7|-88502.2:-23973.9|-89684.1:-21764.2
Road_3637,,footway,2,-73352.4:138921.8|-73241.7:138365.2
Road_3638,,footway,2,-73489.1:139715.5|-73352.4:138921.8
Road_3639,,footway,2,-73241.7:138365.2|-73027.8:137938.8|-72788.1:137765.2|-72510.5:137741.8|-72167.7:137642.7|-71053.7:136980.4|-70569.3:136621.9|-69558.3:135479.8|-69009.4:134994.4
Road_3640,Ravensburger Strae,residential,6,-11251.9:-6810.6|-9961.2:-6152.7|-8421.7:-6815|-6814.9:-8492.6|-3982.7:-11620.7|-3048.2:-13322.8|-2866.6:-14243.4|-2781.1:-14788.9|-2610.7:-16704.7|-2746:-17299.1|-2892.5:-17890.2
Road_3641,,path,2,141822.7:92721.8|140870:98857.7|139673.3:103093.5
Road_3642,,footway,2,153002.4:13548.8|152857.3:15440.1|152614:15623.8|150654.6:15554.7|150510.2:17771.1
Road_3643,,footway,2,150018.7:24578.3|150205.2:22024.7|150510.2:17771.1
Road_3644,,footway,2,152761.2:18416.8|151886.3:18330|151410.3:17850.2|150510.2:17771.1|148010.2:17584.1
Road_3645,,path,2,188645.3:-32601.2|188341:-32108|188076.7:-31503.6|187869.2:-30775.5|187742.3:-29926.2|187681.3:-29253.8|187610.5:-28107.2|187569.9:-27326.8|187475.9:-24241|187436:-23833.6|187389.7:-23505.2|187373.6:-23314.9
Road_3646,,path,2,180247.4:5079.5|180435.3:4236.8|180651.9:1116.5|180759.1:-1260.1|181789.7:-20253.6
Road_3647,,footway,2,81119.4:125407.5|82910.6:125344.1
Road_3648,,footway,2,93598.8:114833.3|88220.3:113635.5
Road_3649,,service,4,-153680.3:18829.8|-153261.1:18843.1|-152351.8:20352.6|-152413.5:23232.5|-154435.4:23252.5
Road_3650,,path,2,52559.9:35456.5|49098.8:35871.8|48629.1:32175.9
Road_3651,,service,4,-95434.9:-129720.1|-96152:-129171.3|-97645.3:-127993.5|-96269.1:-126348.2
Road_3652,,service,4,-111374:-131654.8|-111071.8:-131148.3|-110940.7:-130929|-105080.6:-124264.3|-108245.2:-121472.4|-109218.2:-122674.6
Road_3653,,service,4,-110117:-132361.7|-109808.5:-131885.3|-109702:-131720.5|-109011.4:-130855.5
Road_3654,,service,4,-28238.4:175906.8|-27132.1:174963.9|-25694.9:173471.1|-24667.2:172402.4|-23671:171367.1|-21858.8:169483.6
Road_3655,Neusser Strae,secondary,9,83878:-86958.7|83615.1:-88014|83412.5:-88741|83301.1:-89141.7
Road_3656,,footway,2,131211.6:-49133.3|132501.6:-47277.6|133762.7:-46461.6|148032.6:-44326.5
Road_3657,,path,2,-178163.1:55247|-178850.9:55496.4|-179732.8:55946.1|-180586:56464.8|-181069.7:56787.7
Road_3658,,path,2,-174118.1:55761.3|-173965.2:56265.6|-173909.2:56903.4|-173848.2:57285.3|-173700.3:57625.9|-173369.4:58288.3|-173119.8:59078.6|-172798.7:60310.9|-172111:61305|-171892.2:61676.8|-171657.4:62329.2|-171504.6:63653.9|-171560.6:65910.3|-171677.7:67480|-172019.1:68575.3|-172854.8:70373.2|-173318.2:70989.9|-173700.3:71418.5|-174398.5:72075.2|-175197.7:73634.8|-175468.3:74392.9|-175534.2:75743.2|-175284.6:76523.6|-174800.9:77150.3|-173481.5:78550.7|-173528.5:78830.1
Road_3659,,path,2,121350.6:12316.4|121467:10127.9
Road_3660,Niehler Kirchweg,residential,6,71630.6:-14542.8|71058.6:-13169.2|70233.5:-12467.8
Road_3661,,service,4,-44284:-73111.6|-43561.9:-73799.6
Road_3662,,service,4,-99968.6:-42179.1|-99066.3:-43006.3
Road_3663,,service,4,-101272.5:-51931.9|-103396:-49994.9|-104406.2:-49023.1|-103717.8:-48219.4|-99066.3:-43006.3|-97673.3:-44686.1|-96677.8:-44981.1|-95427.8:-46177.8
Road_3664,,path,2,-106081:-63676.2|-104164.3:-60898.7|-102493.7:-61099.1|-102034.6:-61340.7
Road_3665,,service,4,-103861.5:-64312.9|-106081:-63676.2
Road_3666,,path,2,-96115.6:-62249|-96194.1:-63016|-98330.9:-66336.7|-98797.1:-66233.2|-99522:-65741.1|-100150.1:-65534.1|-101117.6:-65339.3
Road_3667,,path,2,83477:129166.8|83540.8:130191|83646.7:131377.6|83831.7:133097.5|83911.7:133962.5|83086.5:134207.4|81289.7:134661.6|79980.9:135026.7|79967.6:134357.7|79940.9:133238.9|79892.5:132058.9|79856.1:130986.9|81208.4:130206.6|82934.4:129379.4|83477:129166.8
Road_3668,,path,2,51518.2:11594|51028.8:11934.6|50132.9:12592.5
Road_3669,Friedrich-Karl-Strae,residential,6,114824.5:-76397.8|115039.8:-77335.1|116397.7:-84483
Road_3670,Friedrich-Karl-Strae,residential,6,112671.6:-86568|112480.2:-85955.7|110156.2:-78517.3|109968.4:-77709.2
Road_3671,Friedrich-Karl-Strae,residential,6,97440.6:-92482.4|98509.7:-92249.8|101254.3:-91105.4
Road_3672,Schmiedegasse,residential,6,53486.7:-138787.1|54196.2:-139392.7|56975.9:-142075.5|57353:-142479.6|57637.7:-142875.9|57880.2:-143310
Road_3673,,service,4,81308.7:-118128.3|81605.2:-117086.4
Road_3674,,service,4,81036:-119089|81308.7:-118128.3
Road_3675,,service,4,81605.2:-117086.4|81683:-116812.5|81997.1:-116212.5|82376.4:-114787.6
Road_3676,Ambostrae,residential,6,47522.9:-157535.6|45867:-158607.6|44511.9:-158979.4|43694.4:-158962.7
Road_3677,Ambostrae,residential,6,50212.1:-155869.2|49255.2:-156452.5|47522.9:-157535.6
Road_3678,Ambostrae,residential,6,52953.2:-153602.7|51202:-155234.6|50212.1:-155869.2
Road_3679,Ambostrae,residential,6,54559.3:-152105.4|52953.2:-153602.7
Road_3680,Ambostrae,residential,6,58311.4:-148303.8|56581.2:-149880.1
Road_3681,Jesuitengasse,residential,6,47391.8:-143315.6|49276.2:-140857.6|50059.3:-140194.2|51072.3:-139152.2|51402.5:-138344
Road_3682,Jesuitengasse,residential,6,43694.4:-158962.7|43837.5:-152935.9|43937.7:-152620.8
Road_3683,Jesuitengasse,residential,6,44876.4:-149712|45904.2:-146500.5|46873.7:-144247.3|47391.8:-143315.6
Road_3684,Nesselrodestrae,residential,6,156138.9:-105415.6|157268.3:-105106.1|159064.4:-105344.3
Road_3685,Iltisstrae,service,4,-178727.5:31575.9|-179887:33368.2
Road_3686,,track,3,137718.8:-123520.7|138405.1:-124037.2|138781.6:-124741.9|138875.5:-125579|138828.5:-131340.9|138715.7:-132458.6|138566.3:-133103.1
Road_3687,,track,3,136111.3:-127186.4|136191.2:-128581.3|136304.1:-129770.2|136379.1:-130522.7
Road_3688,Mauenheimer Strae,living_street,5,95094.1:14318|94496.1:10282.6
Road_3689,Mauenheimer Strae,living_street,5,102770.7:20186.8|99303.3:17653.1
Road_3690,Mauenheimer Strae,living_street,5,105745.9:22083.7|102770.7:20186.8
Road_3691,Mauenheimer Strae,living_street,5,107583.4:22227.3|106232.4:22392|105745.9:22083.7
Road_3692,,path,2,161870:15994.5|161059.6:15151.8
Road_3693,Drosselweg,footway,2,-89666.6:-14892.4|-89851.7:-15136.2|-90826.8:-15420|-91145.8:-16066.8|-92041.1:-20392.7
Road_3694,Frscherweg,service,4,-118933.4:-28740.6|-117505.4:-28480.1|-112733.3:-27609.6|-106459.6:-26101.2|-99937.7:-24480.4|-99249.3:-24268.9|-94452:-23094.4|-92381.1:-22528.9|-89684.1:-21764.2|-82131:-19461|-80973.6:-19084.7|-80617.4:-18960|-79389.9:-18531.4|-75384.1:-17891.4|-75001.3:-18083.9|-74576.5:-18474.7
Road_3695,,footway,2,31248.7:67449.9|31403.6:68476.3|31958.1:71878.2|33452.8:77886.2|34336.8:80049.1
Road_3696,,footway,2,152857.3:15440.1|152985.6:15661.6|152761.2:18416.8|152454.9:22178.3|150205.2:22024.7
Road_3697,,service,4,167106.9:2124|166950.5:2888.8
Road_3698,,footway,2,160878.7:4063.2|160979:3624.6
Road_3699,,footway,2,160845.8:4206.8|160878.7:4063.2
Road_3700,,footway,2,163351.3:4510.7|163427.7:4121.1
Road_3701,,footway,2,163319.1:4676.6|163351.3:4510.7
Road_3702,,service,4,115912.6:-76199.7|115750.6:-75436
Road_3703,,service,4,115750.6:-75436|115114.8:-72533.9|114616.3:-71775.8|114500.7:-69581.7
Road_3704,,footway,2,148032.6:-44326.5|149046.4:-44197.4|150009.6:-44081.6
Road_3705,,footway,2,-178876.1:30228.9|-178023.6:31473.5
Road_3706,,service,4,102181.1:-11127.5|100893.2:-11048.5
Road_3707,,service,4,103298.5:-11197.7|102181.1:-11127.5
Road_3708,,service,4,100893.2:-11048.5|99651:-10971.7|99754.7:-10054.4
Road_3709,,service,4,102420.8:-9526.8|101179.3:-9435.5
Road_3710,,service,4,103535.5:-9609.1|102420.8:-9526.8
Road_3711,,service,4,101179.3:-9435.5|100971.8:-9419.9|99834.7:-8766.5
Road_3712,,service,4,96506.1:-9118.2|97652.3:-9212.8
Road_3713,,service,4,95425.7:-9030.3|96506.1:-9118.2
Road_3714,,service,4,97652.3:-9212.8|98288.1:-9265.2|98438.2:-8028.4
Road_3715,,service,4,96459.8:-9452.2|97610.2:-9515.6
Road_3716,,service,4,95361.9:-9389.8|96459.8:-9452.2
Road_3717,,service,4,97610.2:-9515.6|98245.4:-9551.3|97982.5:-10910.5
Road_3718,,service,4,94610.4:-9333.1|93341.5:-9237.3
Road_3719,,service,4,95361.9:-9389.8|94610.4:-9333.1
Road_3720,,service,4,93341.5:-9237.3|92900.6:-9203.9|92712.7:-10435.1
Road_3721,,service,4,95130.6:-6120.4|93760.7:-5886.6
Road_3722,,service,4,95914.4:-6255.1|95130.6:-6120.4
Road_3723,,service,4,93760.7:-5886.6|93422.1:-5828.7|92999.4:-8339
Road_3724,,service,4,114265.8:-118475.6|114874.3:-126065.4|115054.5:-128044.7|115393.8:-131884.1|115439.4:-134701.7|115377.7:-136111|115158.9:-137306.5|114816.1:-138433.1|114421.4:-139313.6|113607.5:-140354.5|112713:-141562.3|111983.2:-144211.7|111653:-145409.5|109541.4:-151762.6|107700.5:-156306.6|107101.8:-157416.5|106532.5:-158169|105806.9:-158808|105162.6:-159611.7
Road_3725,,service,4,100487.3:-137515.8|102390:-138998.6|102875.8:-139450.6
Road_3726,,track,3,102580.7:-140392.3|102176.9:-141678.1|100696.2:-146211|99308.2:-150659.4|105494.2:-152658.7
Road_3727,,service,4,49628.1:64272.8|49638:63499.2|49929.6:63109.5|50333.4:62949.2|52099.3:62658.7
Road_3728,,service,4,-6073.9:161281.5|-8164.4:163632.6
Road_3729,,service,4,-8675.5:154408.6|3136.5:152689.9|3108.5:152446.1|2938.8:150996.7|4833.8:150808.5|4955.7:152205.6|3108.5:152446.1
Road_3730,,service,4,-9886.9:154228.3|-10134.4:152826.8
Road_3731,,service,4,-8348.8:156291.1|-8675.5:154408.6|-8737.9:154049.1|-9886.9:154228.3|-16743.9:155300.3
Road_3732,,service,4,56703.9:-45367.4|56098.1:-44438.9|54603.5:-44000.3
Road_3733,,service,4,73297:-50008.3|73245.2:-49610.9|72875:-49272.5|71614.5:-49032
Road_3734,,service,4,110358.8:-40707.5|110201.1:-38207.3
Road_3735,,service,4,-82245.3:-17449.4|-82429.6:-17102.1|-82221.4:-15890.9
Road_3736,,service,4,-83737.8:-18228.7|-87646.9:-19638
Road_3737,,service,4,-83800.2:-15381.1|-84120.6:-17568.5|-83737.8:-18228.7|-82766.9:-17932.5|-82245.3:-17449.4|-80937.1:-17737.7
Road_3738,,service,4,-80937.1:-17737.7|-80617.4:-18960
Road_3739,,service,4,-40704.5:16838.3|-42022.4:17445
Road_3740,,service,4,-41600.4:135828.2|-40614.7:135230.4|-40454.9:135134.7
Road_3741,,service,4,-40346.9:137836.4|-39359.1:137240.9|-39169.9:137130.7
Road_3742,,service,4,-39390:139369.3|-38393.1:138787.1|-38180.7:138666.9
Road_3743,,service,4,-33736.7:148425.2|-32746.1:147828.5|-32417.3:147618.1
Road_3744,,service,4,-34840.2:146657.4|-33848.9:146064.1|-33538.3:145877.1
Road_3745,,service,4,-35921.2:144925.3|-34923.6:144343.1|-34637.6:144169.4
Road_3746,,service,4,-35849:142288.1|-36109.8:142442.8|-37101.1:143036.2
Road_3747,,service,4,-38229.7:141227.2|-37035.2:140445.8
Road_3748,,service,4,-32166.3:114278.9|-31238.9:116163.5
Road_3749,,path,2,38980.6:-98916.7|38403.6:-100932.7
Road_3750,,path,2,27148.9:-99025.8|28314.8:-99362
Road_3751,,path,2,40733.9:-114737.5|40086.1:-114707.5
Road_3752,Nibelungenstrae,residential,6,51089.1:-94565.2|49267.8:-94391.6|48871:-94355.9
Road_3753,,service,4,-52632.1:135230.4|-49645.7:133419.2
Road_3754,Kautschukstrae,footway,2,145486.4:24379.1|145013.2:24611.7|144388.6:24559.4|144175.5:24526|144194.4:24283.3
Road_3755,,path,2,-149584.8:-20928.2|-149253.2:-20568.6
Road_3756,,service,4,-151495.8:-18207.5|-149253.2:-20568.6
Road_3757,Nippeser Tlchen,path,2,84682.1:-11870.1|85102.8:-8028.4
Road_3758,,service,4,69904:-76397.8|69922.2:-75048.6
Road_3759,,service,4,73639.9:-76660.5|72462.8:-76553.7
Road_3760,,service,4,72462.8:-76553.7|69904:-76397.8|69692.2:-78574.1
Road_3761,,service,4,74615.7:-76732.9|73639.9:-76660.5
Road_3762,Kempener Strae,unclassified,6,28022.4:-19589|28122:-19334.1|28281.8:-19033.5|28530.7:-18661.7|28874.2:-18219.7|29327.8:-17767.8
Road_3763,Lokomotivstrae,residential,6,39627.6:5454.7|39404.7:3625.7|39813.4:3445.4|40159.7:3053.5|40585.3:2580.4|40888.8:2244.2
Road_3764,Bblinger Strae,residential,6,-1866.9:33311.4|-1953.1:32627.9|-2183.1:31699.5|-3660.9:25738.3
Road_3765,Neusser Strae,secondary,9,106119.6:8491.5|105990.6:7580.9|105921.2:7092.2|105870:6734.9|104685.9:-1608.6|104213.4:-4935.9
Road_3766,Neusser Strae,secondary,9,104213.4:-4935.9|103873.4:-7279.2
Road_3767,Simon-Meister-Strae,residential,6,91068:11340.2|91502:13976.2
Road_3768,Auguststrae,residential,6,96025.1:52826.9|96007.6:55038.8
Road_3769,Neue Kempener Strae,residential,6,35532.8:-33548.5|34723.8:-33903.6|34207.8:-34753|34104.8:-35107
Road_3770,Bahnwrterweg,pedestrian,4,51973.9:30490.5|52146.3:31732.9
Road_3771,Bahnwrterweg,pedestrian,4,51794.4:29239.3|51973.9:30490.5
Road_3772,Bahnwrterweg,pedestrian,4,51218.8:26090.1|51479.6:26353.9
Road_3773,Bahnwrterweg,pedestrian,4,50551.4:25336.4|51218.8:26090.1
Road_3774,Bahnwrterweg,pedestrian,4,51752.3:28840.8|51794.4:29239.3
Road_3775,Bahnwrterweg,pedestrian,4,49994.1:24738.6|50551.4:25336.4
Road_3776,Kempener Strae,secondary,9,38912.6:-3058|39413.8:-2016
Road_3777,Kempener Strae,secondary,9,39413.8:-2016|40216.5:-584.4|40803.3:528.8
Road_3778,,footway,2,8532.5:-2800.8|7382.1:-2029.4|6857:-1351.4
Road_3779,,steps,2,8652.4:-2875.4|8532.5:-2800.8
Road_3780,,footway,2,41913.8:43116.5|42052.6:44180.7
Road_3781,,footway,2,42052.6:44180.7|42095.3:44539.1
Road_3782,,footway,2,41834.6:42583.2|41913.8:43116.5
Road_3783,,path,2,43949.6:30096.5|44261.6:30243.4|44640.2:30420.4
Road_3784,,path,2,42984.3:29642.3|43949.6:30096.5
Road_3785,,footway,2,42715.1:30391.5|42984.3:29642.3
Road_3786,Merheimer Strae,tertiary,8,82724.8:112994.3|82707.3:110214.6|82499:107118.8|82363.7:106171.5
Road_3787,,service,4,-6315.1:-32310.6|-4863.2:-27609.6
Road_3788,,steps,2,-41853.5:161404|-42630.9:161188|-42847.6:160727.2
Road_3789,,steps,2,-36576:160933.1|-36468:159651.8
Road_3790,,path,2,-36576:160933.1|-36601.9:161201.4|-36565.4:161377.3|-36491.8:161539.8|-36271.7:161775.8
Road_3791,,service,4,36822:79541.5|37312.8:82275.5|37354.1:82363.4|37425.6:82433.6|37571.5:82426.9
Road_3792,Kautschukstrae,living_street,5,148350.2:13128|148332.7:13430.8|148010.2:17584.1|147504.1:24431.4
Road_3793,,service,4,-42687.7:91247.9|-39999.2:94088.8
Road_3794,Gellertstrae,residential,6,125376.1:52121.1|124201.1:52082.2|118418.8:52517.4
Road_3795,Gellertstrae,residential,6,117454.2:52589.8|113020.7:52922.6|112312.7:52976.1|111813.5:53036.2
Road_3796,Gellertstrae,residential,6,118418.8:52517.4|117454.2:52589.8
Road_3797,Wilhelmstrae,residential,6,111248.5:49106.6|111747.6:48886.2|112186.5:48843.9|115404.3:48532.2
Road_3798,Wilhelmstrae,residential,6,115404.3:48532.2|118821.9:48200.4|119057.5:48179.3
Road_3799,Wilhelmstrae,residential,6,128188:47042.7|141133.6:44325.4|141314.5:44287.5|141859.2:44172.9|142664:44003.7
Road_3800,Mauenheimer Strae,residential,6,76827.5:-1793.4|77613.4:-920.6|78469.4:-180.3|82564.9:2420.1|84048.4:3792.7|86842.8:6797.2
Road_3801,Mauenheimer Strae,residential,6,86842.8:6797.2|88390.7:8461.4
Road_3802,Mauenheimer Strae,residential,6,88390.7:8461.4|91068:11340.2
Road_3803,Neusser Strae,secondary,9,107610:22516.7|107583.4:22227.3|107117.9:18056.1
Road_3804,Neusser Strae,secondary,9,110104.4:41992.1|109856.2:40110.8|109603.8:38306.3|109349.3:36656.6
Road_3805,Neusser Strae,secondary,9,109349.3:36656.6|108960.2:34129.6|108852.3:33430.5
Road_3806,,service,4,-30643.7:98419.1|-29440.7:99655.9
Road_3807,,service,4,-31843.9:99562.4|-30640.2:100776.9
Road_3808,,service,4,-33005.5:100694.5|-32007.9:101677.5
Road_3809,,service,4,-34134.9:101774.3|-33278.2:102603.6
Road_3810,,service,4,-35311.3:102908.7|-33326.6:104925.8
Road_3811,,service,4,-34648.8:105864.2|-36471.5:104026.3
Road_3812,,service,4,-37678.7:105150.6|-36200.9:106688
Road_3813,,service,4,-38809.5:106242.7|-37497.8:107589.7
Road_3814,Leuthenstrae,residential,6,59943.4:-123255.7|59224.1:-129037.7|58972.5:-134091.6|58952.8:-134879.8|58870.1:-135163.6
Road_3815,Merheimer Strae,tertiary,8,51387.8:-132407.3|51184.5:-131275.2
Road_3816,Merheimer Strae,tertiary,8,51184.5:-131275.2|51056.2:-130507.1|50965.7:-129739|50918.1:-128970.9|50889.3:-128183.9
Road_3817,,footway,2,7873.5:-99604.7|9544.8:-100081.1|10229.7:-100275.9|13259.7:-101110.8|16007.8:-101830|16816.1:-102093.8|17401.5:-102327.6|17375.6:-102563.6|17413.4:-102920.9|17497.5:-103225.9|17589.4:-103499.8|17766:-103898.3|18009.3:-104254.5|18362.6:-104645.3|18786.8:-104855.6|20738.5:-105383.3|24785:-106485.4|25038.1:-106532.1|25293.2:-106538.8|25557.5:-106506.5|25840.8:-106398.5
Road_3818,,footway,2,38477.9:-107349.2|31028.5:-105287.6
Road_3819,,service,4,134694.4:-81259.1|135961.2:-80355.2|142457.9:-80528.9
Road_3820,Ginsterpfad,residential,6,25366.9:-161872.6|15688.1:-170178.2|13811.4:-171610.9
Road_3821,Pallenbergstrae,residential,6,42279.7:-167607.8|41867.5:-167587.8|41625.6:-167563.3|41322.1:-167503.2|41026.2:-167390.8|38123.2:-165910.2|32807.1:-163241.9|28479.5:-161021
Road_3822,Pallenbergstrae,residential,6,28479.5:-161021|27383.1:-160393.2|26918.3:-160238.5|26392.5:-160126|26011.1:-160050.3|25625.5:-160003.6|25308:-159963.5
Road_3823,,path,2,-41600.4:135828.2|-40346.9:137836.4|-39390:139369.3|-38229.7:141227.2|-37101.1:143036.2|-35921.2:144925.3|-34840.2:146657.4|-33736.7:148425.2|-33275.4:149164.3|-32255.4:150798.5
Road_3824,,footway,2,192129.5:-635.6|190372:-671.3|190271.7:-673.5|190020.7:-679.1
Road_3825,,footway,2,190271.7:-673.5|190206.5:-809.3|190147.6:-924|190113.3:-1088.7|190097.8:-1274.6|190094.3:-1404.9|190072.6:-1519.5|190004.6:-1646.4|189911.4:-1780|189856:-1851.3|189774.7:-1879.1|189661.8:-1902.5
Road_3826,,footway,2,189856:-1851.3|189821.6:-1979.3|189815.3:-2165.2|189852.5:-3073.5|189710.9:-3082.5
Road_3827,,footway,2,189852.5:-3073.5|189942.9:-4370.4|189791.5:-4380.4
Road_3828,,footway,2,189942.9:-4370.4|190457.5:-4447.2|191798.6:-4393.8
Road_3829,,footway,2,190372:-671.3|190393:846|190404.2:2496.9|190416.1:4115.5|190431.5:5479.2|190433.7:5681.8|190179.2:5686.2|190060.7:5689.6
Road_3830,,footway,2,190416.1:4115.5|190037.6:4112.2
Road_3831,,footway,2,190404.2:2496.9|190024.9:2504.7
Road_3832,,footway,2,182410.1:5597.2|182391.9:4816.8|182490:3130.3|182574.2:1714.3|182693.3:32.3|182767.7:-1274.6|182842.7:-2705.1|182854.6:-2878.7
Road_3833,,footway,2,190179.2:5686.2|190173.6:7662.2
Road_3834,,footway,2,190393:846|190012.3:833.8
Road_3835,,service,4,-72011.3:-37324.5|-71764.5:-37016.1|-71031.9:-34615
